"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"14:37:45:939","52908318663478"," 546.838","  96.520"," 3093"," 3000"," 3100","3100","  59.758","32854.498","9126.249","  56.352","30915.467","8587.630"," 88","0","   3.777","2063.472"," 573.187","  45.000","    0"
"14:37:46:039","52908549400256"," 546.938","  96.778"," 3093"," 3000"," 3100","3100","  60.086","32860.515","9127.921","  56.869","30921.162","8589.212"," 89","0","   3.780","2063.850"," 573.292","  45.000","    0"
"14:37:46:139","52908779879336"," 547.038","  98.948"," 3093"," 3000"," 3100","3100","  59.219","32866.439","9129.566","  55.513","30926.715","8590.754"," 88","0","   3.870","2064.238"," 573.399","  45.000","    0"
"14:37:46:239","52909010779432"," 547.138","  98.652"," 3093"," 3000"," 3100","3100","  60.443","32872.497","9131.249","  56.398","30932.367","8592.324"," 88","0","   3.840","2064.622"," 573.506","  45.000","  350"
"14:37:46:339","52909241693146"," 547.238","  95.226"," 3093"," 3000"," 3100","3100","  58.355","32878.345","9132.874","  54.582","30937.838","8593.844"," 88","0","   3.831","2065.006"," 573.613","  45.000","    0"
"14:37:46:439","52909472642388"," 547.339","  99.098"," 3093"," 3000"," 3100","3100","  59.471","32884.306","9134.530","  56.059","30943.457","8595.405"," 89","0","   3.903","2065.398"," 573.722","  45.000","    0"
"14:37:46:540","52909703581106"," 547.439","  97.155"," 3093"," 3000"," 3100","3100","  59.906","32890.311","9136.198","  56.727","30949.143","8596.984"," 89","0","   3.822","2065.781"," 573.828","  45.000","    0"
"14:37:46:640","52909934317510"," 547.539","  97.081"," 3093"," 3000"," 3100","3100","  60.419","32896.362","9137.878","  56.551","30954.806","8598.557"," 88","0","   3.877","2066.169"," 573.936","  45.000","    0"
"14:37:46:741","52910166241512"," 547.640","  97.321"," 3093"," 3000"," 3100","3100","  58.261","32902.226","9139.507","  54.942","30960.337","8600.094"," 86","0","   3.829","2066.554"," 574.043","  45.000","  350"
"14:37:46:841","52910396962182"," 547.740","  99.152"," 3093"," 3000"," 3100","3100","  59.033","32908.138","9141.149","  55.285","30965.873","8601.631"," 88","0","   3.934","2066.948"," 574.152","  45.000","    0"
"14:37:46:941","52910627849192"," 547.840","  96.654"," 3093"," 3000"," 3100","3100","  59.442","32914.095","9142.804","  55.506","30971.435","8603.176"," 88","0","   3.860","2067.335"," 574.260","  45.000","    0"
"14:37:47:041","52910858546000"," 547.940","  96.255"," 3093"," 3000"," 3100","3100","  59.695","32920.072","9144.464","  56.403","30977.083","8604.745"," 88","0","   3.802","2067.716"," 574.366","  45.000","    0"
"14:37:47:141","52911089075194"," 548.040","  99.437"," 3093"," 3000"," 3100","3100","  60.748","32926.150","9146.153","  57.204","30982.806","8606.335"," 89","0","   3.880","2068.104"," 574.473","  45.000","    0"
"14:37:47:241","52911319921032"," 548.140","  95.293"," 3093"," 3000"," 3100","3100","  59.477","32932.109","9147.808","  56.098","30988.427","8607.896"," 87","0","   3.753","2068.480"," 574.578","  45.000","    0"
"14:37:47:341","52911550442440"," 548.240","  95.804"," 3093"," 3000"," 3100","3100","  58.873","32938.000","9149.444","  55.186","30993.949","8609.430"," 88","0","   3.849","2068.865"," 574.685","  45.000","    0"
"14:37:47:441","52911781184178"," 548.341","  99.325"," 3093"," 3000"," 3100","3100","  59.474","32943.956","9151.099","  56.030","30999.560","8610.989"," 88","0","   3.894","2069.255"," 574.793","  45.000","    0"
"14:37:47:542","52912011792322"," 548.441","  94.541"," 3093"," 3000"," 3100","3100","  59.678","32949.929","9152.758","  56.524","31005.217","8612.560"," 89","0","   3.788","2069.634"," 574.898","  45.000","    0"
"14:37:47:642","52912242433640"," 548.541","  93.395"," 3093"," 3000"," 3100","3100","  59.404","32955.876","9154.410","  55.956","31010.819","8614.116"," 88","0","   3.831","2070.018"," 575.005","  45.000","    0"
"14:37:47:742","52912473243764"," 548.641","  99.297"," 3093"," 3000"," 3100","3100","  58.868","32961.773","9156.048","  55.304","31016.359","8615.655"," 87","0","   3.855","2070.404"," 575.112","  45.000","  350"
"14:37:47:842","52912703802682"," 548.741","  96.887"," 3093"," 3000"," 3100","3100","  59.168","32967.694","9157.693","  54.957","31021.859","8617.183"," 88","0","   3.890","2070.793"," 575.220","  45.000","    0"
"14:37:47:942","52912934809584"," 548.841","  95.754"," 3093"," 3000"," 3100","3100","  59.319","32973.641","9159.345","  56.013","31027.475","8618.743"," 88","0","   3.825","2071.177"," 575.327","  45.000","    0"
"14:37:48:042","52913165492644"," 548.941","  99.330"," 3093"," 3000"," 3100","3100","  59.478","32979.596","9160.999","  55.968","31033.078","8620.300"," 88","0","   3.908","2071.568"," 575.436","  45.000","    0"
"14:37:48:142","52913396020320"," 549.041","  94.206"," 3093"," 3000"," 3100","3100","  59.737","32985.573","9162.659","  56.523","31038.734","8621.871"," 89","0","   3.800","2071.948"," 575.541","  45.000","    0"
"14:37:48:242","52913626623240"," 549.142","  93.262"," 3093"," 3000"," 3100","3099","  59.444","32991.523","9164.312","  56.234","31044.362","8623.434"," 89","0","   3.794","2072.328"," 575.647","  45.000","    0"
"14:37:48:343","52913857195928"," 549.242","  99.097"," 3093"," 3000"," 3100","3100","  60.896","32997.617","9166.005","  57.445","31050.111","8625.031"," 88","0","   3.872","2072.715"," 575.754","  45.000","  350"
"14:37:48:443","52914087828480"," 549.342","  95.861"," 3093"," 3000"," 3100","3100","  59.395","33003.563","9167.656","  55.710","31055.688","8626.580"," 88","0","   3.907","2073.107"," 575.863","  45.000","    0"
"14:37:48:543","52914318614916"," 549.442","  97.103"," 3093"," 3000"," 3100","3100","  59.621","33009.535","9169.315","  56.396","31061.337","8628.149"," 88","0","   3.803","2073.487"," 575.969","  45.000","    0"
"14:37:48:643","52914549540170"," 549.542","  97.275"," 3093"," 3000"," 3100","3100","  60.156","33015.564","9170.990","  56.336","31066.983","8629.718"," 88","0","   3.844","2073.873"," 576.076","  45.000","    0"
"14:37:48:743","52914780410918"," 549.642","  99.409"," 3093"," 3000"," 3100","3100","  58.729","33021.449","9172.625","  54.993","31072.494","8631.248"," 86","0","   3.820","2074.256"," 576.182","  45.000","  350"
"14:37:48:843","52915010864950"," 549.742","  95.458"," 3093"," 3000"," 3100","3100","  58.808","33027.331","9174.259","  55.055","31078.000","8632.778"," 88","0","   3.780","2074.634"," 576.287","  45.000","    0"
"14:37:48:943","52915241265562"," 549.842","  97.068"," 3093"," 3000"," 3100","3100","  59.211","33033.253","9175.903","  55.679","31083.568","8634.325"," 87","0","   3.792","2075.013"," 576.392","  45.000","    0"
"14:37:49:044","52915472315246"," 549.943","  97.964"," 3093"," 3000"," 3100","3100","  57.309","33039.000","9177.500","  54.365","31089.020","8635.839"," 88","0","   3.394","2075.353"," 576.487","  45.000","    0"
"14:37:49:144","52915703192706"," 550.043","  97.378"," 3093"," 3000"," 3100","3100","  59.682","33044.980","9179.161","  56.420","31094.674","8637.409"," 88","0","   3.842","2075.738"," 576.594","  45.000","    0"
"14:37:49:244","52915933990530"," 550.143","  97.780"," 3093"," 3000"," 3100","3100","  59.301","33050.920","9180.811","  55.925","31100.276","8638.966"," 89","0","   3.865","2076.126"," 576.702","  45.000","    0"
"14:37:49:344","52916164925506"," 550.243","  98.613"," 3093"," 3000"," 3100","3100","  60.387","33056.973","9182.493","  56.445","31105.934","8640.537"," 88","0","   3.911","2076.518"," 576.810","  45.000","    0"
"14:37:49:444","52916395507890"," 550.343","  94.955"," 3093"," 3000"," 3100","3100","  58.992","33062.877","9184.133","  55.399","31111.478","8642.077"," 88","0","   3.846","2076.902"," 576.917","  45.000","  350"
"14:37:49:544","52916626138632"," 550.443","  96.566"," 3093"," 3000"," 3100","3100","  59.199","33068.803","9185.779","  55.765","31117.060","8643.628"," 88","0","   3.809","2077.284"," 577.023","  45.000","    0"
"14:37:49:644","52916856851260"," 550.544","  97.817"," 3093"," 3000"," 3100","3100","  60.782","33074.889","9187.469","  57.596","31122.827","8645.230"," 89","0","   3.855","2077.670"," 577.130","  45.000","    0"
"14:37:49:745","52917087925368"," 550.644","  97.671"," 3093"," 3000"," 3100","3100","  57.892","33080.695","9189.082","  54.148","31128.258","8646.738"," 86","0","   3.796","2078.050"," 577.236","  45.000","  350"
"14:37:49:845","52917318621664"," 550.744","  98.858"," 3093"," 3000"," 3100","3100","  59.833","33086.686","9190.746","  55.649","31133.830","8648.286"," 88","0","   3.915","2078.442"," 577.345","  45.000","    0"
"14:37:49:945","52917549334612"," 550.844","  97.889"," 3093"," 3000"," 3100","3100","  59.711","33092.666","9192.407","  56.259","31139.464","8649.851"," 89","0","   3.903","2078.833"," 577.454","  45.000","    0"
"14:37:50:045","52917780133978"," 550.944","  97.177"," 3093"," 3000"," 3100","3100","  59.066","33098.582","9194.051","  55.706","31145.044","8651.401"," 88","0","   3.842","2079.218"," 577.561","  45.000","    0"
"14:37:50:145","52918010652782"," 551.044","  94.970"," 3093"," 3000"," 3100","3100","  59.386","33104.524","9195.701","  56.076","31150.654","8652.960"," 88","0","   3.800","2079.598"," 577.666","  45.000","    0"
"14:37:50:245","52918241277440"," 551.144","  99.378"," 3093"," 3000"," 3100","3100","  60.615","33110.591","9197.387","  57.102","31156.370","8654.547"," 88","0","   3.889","2079.987"," 577.774","  45.000","    0"
"14:37:50:345","52918471795716"," 551.244","  96.838"," 3093"," 3000"," 3100","3100","  59.695","33116.564","9199.046","  56.103","31161.983","8656.106"," 89","0","   3.791","2080.367"," 577.880","  45.000","    0"
"14:37:50:446","52918702546132"," 551.345","  95.240"," 3093"," 3000"," 3100","3100","  58.652","33122.438","9200.677","  54.974","31167.489","8657.636"," 88","0","   3.797","2080.747"," 577.985","  45.000","    0"
"14:37:50:546","52918933220362"," 551.445","  99.343"," 3093"," 3000"," 3100","3100","  59.571","33128.402","9202.334","  56.083","31173.104","8659.196"," 88","0","   3.897","2081.137"," 578.094","  45.000","    0"
"14:37:50:646","52919163973626"," 551.545","  97.016"," 3093"," 3000"," 3100","3100","  59.234","33134.335","9203.982","  55.868","31178.700","8660.750"," 88","0","   3.836","2081.521"," 578.200","  45.000","    0"
"14:37:50:746","52919394437290"," 551.645","  97.469"," 3093"," 3000"," 3100","3100","  58.262","33140.163","9205.601","  54.491","31184.150","8662.264"," 87","0","   3.872","2081.909"," 578.308","  45.000","    0"
"14:37:50:846","52919625174132"," 551.745","  99.323"," 3093"," 3000"," 3100","3100","  59.528","33146.124","9207.257","  55.268","31189.685","8663.801"," 88","0","   3.935","2082.303"," 578.417","  45.000","    0"
"14:37:50:946","52919856165798"," 551.845","  96.729"," 3093"," 3000"," 3100","3100","  59.018","33152.041","9208.900","  55.676","31195.267","8665.352"," 88","0","   3.874","2082.691"," 578.525","  45.000","    0"
"14:37:51:046","52920086941252"," 551.946","  96.378"," 3093"," 3000"," 3100","3100","  58.837","33157.934","9210.537","  55.414","31200.817","8666.894"," 89","0","   3.832","2083.075"," 578.632","  45.000","    0"
"14:37:51:147","52920317568682"," 552.046","  99.239"," 3093"," 3000"," 3100","3100","  59.285","33163.869","9212.186","  55.742","31206.397","8668.444"," 88","0","   3.921","2083.468"," 578.741","  45.000","    0"
"14:37:51:247","52920548298864"," 552.146","  96.470"," 3093"," 3000"," 3100","3100","  59.440","33169.821","9213.839","  56.158","31212.021","8670.006"," 88","0","   3.839","2083.852"," 578.848","  45.000","    0"
"14:37:51:347","52920779039052"," 552.246","  97.496"," 3093"," 3000"," 3100","3100","  59.874","33175.818","9215.505","  56.674","31217.697","8671.582"," 89","0","   3.828","2084.235"," 578.954","  45.000","    0"
"14:37:51:447","52921009694822"," 552.346","  99.391"," 3093"," 3000"," 3100","3100","  60.997","33181.924","9217.201","  57.038","31223.407","8673.169"," 88","0","   3.963","2084.632"," 579.064","  45.000","    0"
"14:37:51:547","52921240104870"," 552.446","  97.055"," 3093"," 3000"," 3100","3100","  58.984","33187.823","9218.840","  55.295","31228.936","8674.705"," 88","0","   3.838","2085.016"," 579.171","  45.000","    0"
"14:37:51:647","52921470973208"," 552.546","  95.427"," 3093"," 3000"," 3100","3100","  60.193","33193.854","9220.515","  57.067","31234.655","8676.293"," 89","0","   3.767","2085.393"," 579.276","  45.000","    0"
"14:37:51:747","52921701414528"," 552.646","  99.330"," 3093"," 3000"," 3100","3100","  59.707","33199.826","9222.174","  56.117","31240.267","8677.852"," 88","0","   3.848","2085.778"," 579.383","  45.000","  350"
"14:37:51:847","52921932245972"," 552.746","  96.387"," 3093"," 3000"," 3100","3100","  58.030","33205.640","9223.789","  54.017","31245.679","8679.355"," 88","0","   3.892","2086.168"," 579.491","  45.000","    0"
"14:37:51:948","52922163060966"," 552.847","  94.874"," 3093"," 3000"," 3100","3100","  58.923","33211.543","9225.429","  55.528","31251.242","8680.901"," 88","0","   3.844","2086.553"," 579.598","  45.000","    0"
"14:37:52:048","52922393722626"," 552.947","  98.772"," 3093"," 3000"," 3100","3100","  59.861","33217.536","9227.093","  56.428","31256.891","8682.470"," 88","0","   3.907","2086.944"," 579.707","  45.000","    0"
"14:37:52:148","52922624401952"," 553.047","  98.478"," 3093"," 3000"," 3100","3100","  59.714","33223.514","9228.754","  56.388","31262.537","8684.038"," 88","0","   3.874","2087.332"," 579.815","  45.000","    0"
"14:37:52:248","52922856307558"," 553.148","  98.010"," 3093"," 3000"," 3100","3100","  59.589","33229.512","9230.420","  55.879","31268.161","8685.600"," 88","0","   3.886","2087.723"," 579.923","  45.000","    0"
"14:37:52:349","52923086999052"," 553.248","  97.774"," 3093"," 3000"," 3100","3100","  59.563","33235.476","9232.077","  56.184","31273.787","8687.163"," 88","0","   3.884","2088.112"," 580.031","  45.000","    0"
"14:37:52:449","52923317578084"," 553.348","  99.469"," 3093"," 3000"," 3100","3100","  59.955","33241.476","9233.743","  56.421","31279.433","8688.731"," 88","0","   3.891","2088.502"," 580.139","  45.000","    0"
"14:37:52:549","52923548229220"," 553.448","  97.694"," 3093"," 3000"," 3100","3100","  59.127","33247.395","9235.388","  55.364","31284.976","8690.271"," 88","0","   3.861","2088.888"," 580.247","  45.000","    0"
"14:37:52:649","52923779184612"," 553.548","  97.138"," 3093"," 3000"," 3100","3100","  60.118","33253.422","9237.062","  56.160","31290.605","8691.835"," 88","0","   3.871","2089.276"," 580.354","  45.000","    0"
"14:37:52:749","52924009756410"," 553.648","  99.366"," 3093"," 3000"," 3100","3100","  59.005","33259.326","9238.702","  55.155","31296.125","8693.368"," 87","0","   3.834","2089.660"," 580.461","  45.000","  350"
"14:37:52:849","52924240376448"," 553.748","  97.133"," 3093"," 3000"," 3100","3100","  58.615","33265.194","9240.332","  54.968","31301.627","8694.896"," 88","0","   3.828","2090.043"," 580.568","  45.000","    0"
"14:37:52:949","52924471032172"," 553.848","  96.214"," 3093"," 3000"," 3100","3100","  58.842","33271.084","9241.968","  55.371","31307.170","8696.436"," 88","0","   3.849","2090.428"," 580.675","  45.000","    0"
"14:37:53:049","52924701848212"," 553.949","  99.415"," 3093"," 3000"," 3100","3100","  59.978","33277.093","9243.637","  56.651","31312.846","8698.013"," 88","0","   3.916","2090.821"," 580.784","  45.000","    0"
"14:37:53:150","52924932544310"," 554.049","  94.159"," 3093"," 3000"," 3100","3100","  58.749","33282.975","9245.271","  55.351","31318.388","8699.552"," 88","0","   3.846","2091.206"," 580.891","  45.000","    0"
"14:37:53:250","52925163379512"," 554.149","  95.513"," 3093"," 3000"," 3100","3100","  59.278","33288.914","9246.921","  55.908","31323.989","8701.108"," 88","0","   3.835","2091.590"," 580.997","  45.000","    0"
"14:37:53:350","52925393975654"," 554.249","  99.442"," 3093"," 3000"," 3100","3100","  59.478","33294.867","9248.574","  56.037","31329.598","8702.666"," 88","0","   3.918","2091.982"," 581.106","  45.000","    0"
"14:37:53:450","52925624540304"," 554.349","  95.209"," 3093"," 3000"," 3100","3100","  58.447","33300.716","9250.199","  54.971","31335.099","8704.194"," 87","0","   3.832","2092.366"," 581.213","  45.000","    0"
"14:37:53:550","52925855468566"," 554.449","  96.057"," 3093"," 3000"," 3100","3100","  59.929","33306.723","9251.867","  56.092","31340.721","8705.756"," 88","0","   3.866","2092.753"," 581.320","  45.000","    0"
"14:37:53:651","52926087720386"," 554.550","  97.143"," 3093"," 3000"," 3100","3100","  59.532","33312.724","9253.534","  56.696","31346.436","8707.343"," 88","0","   3.814","2093.138"," 581.427","  45.000","    0"
"14:37:53:751","52926318599122"," 554.650","  99.344"," 3093"," 3000"," 3100","3100","  59.629","33318.699","9255.194","  55.375","31351.985","8708.885"," 87","0","   3.906","2093.529"," 581.536","  45.000","  350"
"14:37:53:851","52926549357700"," 554.750","  95.676"," 3093"," 3000"," 3100","3100","  58.241","33324.532","9256.815","  54.675","31357.461","8710.406"," 88","0","   3.829","2093.913"," 581.642","  45.000","    0"
