id; system time; board height; board width; game type; win length; gravity; turns played; initial board; final board; result; errors; full duration; pointsP1; expansion strategy of Player 1; cache of Player 1; watched nodes of Player 1; evaluation stategy of Player 1; exit condition type of Player 1; exit condition of Player 1; total Speed of Player 1; expansion strategy of Player 2; cache of Player 2; watched nodes of Player 2; evaluation stategy of Player 2; exit condition type of Player 2; exit condition of Player 2; total Speed of Player 2; 
0; 14:46:19:562; 8; 8; ChessGameState;  - ;  - ; 9; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp____PR|np____PN|b_p___PB|q__p__PQ|k__p__PK|_p___P_B|np__P__N|rp__b_PR|; Won: P1;  - ; 227804000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 5; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2dc84b9b; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 171137000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 4; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7bd24fd4; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 57604000; 
1; 14:46:19:705; 8; 8; ChessGameState;  - ;  - ; 38; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ______P_|________|R_______|_p____P_|___QP__K|kp____P_|_______N|__r_____|; Won: P2;  - ; 307424000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 19; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@52ad000b; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 175757000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 19; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@40a4a59f; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 139910000; 
2; 14:46:19:844; 8; 8; ChessGameState;  - ;  - ; 84; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|____K___|________|________|___k____|________|; Tie;  - ; 386222000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 42; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@71bb08ce; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 231393000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 42; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@af16487; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 159048000; 
3; 14:46:20:100; 8; 8; ChessGameState;  - ;  - ; 194; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|________|_____k__|__K_____|________|; Tie;  - ; 497706000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 97; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@419eadc0; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 378540000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 97; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2832d839; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 164111000; 
4; 14:46:20:142; 8; 8; ChessGameState;  - ;  - ; 167; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|_K______|______k_|________|________|________|; Tie;  - ; 502970000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 84; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2952b0d5; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 222128000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 83; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4b59a1b3; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 337982000; 
5; 14:46:20:330; 8; 8; ChessGameState;  - ;  - ; 194; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|k____K__|________|________|________|________|; Tie;  - ; 569942000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 97; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@47991a68; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 488192000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 97; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2c9348e4; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 197053000; 
6; 14:46:20:334; 8; 8; ChessGameState;  - ;  - ; 12; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp____PR|np____PN|b_p___P_|qp___P__|kp__P__K|b_p___PB|n_Q___PN|______R_|; Won: P2;  - ; 550381000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 6; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@43cb4f03; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 75800000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 6; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7eef0fad; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 617655000; 
7; 14:46:20:502; 8; 8; ChessGameState;  - ;  - ; 32; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r__p_B_R|_____P_N|b_______|_p____P_|k_p__P_K|__p_P___|Qp______|________|; Won: P2;  - ; 627691000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 16; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4b13f784; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 120241000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 16; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2d16332a; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=1}); 699569000; 
8; 14:46:21:281; 8; 8; ChessGameState;  - ;  - ; 118; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _K______|________|________|________|________|________|________|_____k__|; Tie;  - ; 1176019000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 59; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7afed66f; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 211644000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 59; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7a15e98c; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 1196698000; 
9; 14:46:21:352; 8; 8; ChessGameState;  - ;  - ; 178; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; k_______|________|________|________|________|________|K_______|________|; Tie;  - ; 1203924000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 89; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@33132957; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 378818000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 89; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7ffab329; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 1071866000; 
10; 14:46:21:440; 8; 8; ChessGameState;  - ;  - ; 200; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|_____K__|________|________|________|________|________|_______k|; Tie;  - ; 1257582000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 100; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6d5bcb79; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 186783000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 100; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4dbfdbd0; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=1}); 1336845000; 
11; 14:46:21:444; 8; 8; ChessGameState;  - ;  - ; 27; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r___pNPR|__p_____|___pP__B|q_p__nPQ|kp____PK|b__pP__B|___N_P__|rpn_P__R|; Won: P1;  - ; 777019000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 14; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6c9a218a; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 36402000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 161; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@379d42ee; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}); 936583000; 
12; 14:46:21:881; 8; 8; ChessGameState;  - ;  - ; 159; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|_____K__|________|________|________|________|________|_______k|; Tie;  - ; 1563123000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 80; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7232d31e; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 167073000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 79; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5dab5834; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 1679353000; 
13; 14:46:21:956; 8; 8; ChessGameState;  - ;  - ; 17; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r_p___PR|n___P___|b__pP__B|______PQ|kp_Pq_K_|bp____PB|np____PN|r_p___PR|; Won: P1;  - ; 58987000; 1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 9; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6ad8f96f; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 37418000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 8; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4e0679e6; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 20819000; 
14; 14:46:22:045; 8; 8; ChessGameState;  - ;  - ; 24; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _p____P_|R_______|_p_P___B|kp____P_|_p_____K|b_p__N_B|_p____P_|rpn_P__R|; Won: P2;  - ; 58281000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 12; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@32b216c1; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 28102000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 12; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@224284fe; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 29330000; 
15; 14:46:22:080; 8; 8; ChessGameState;  - ;  - ; 6; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp____PR|np____P_|b__p__PB|qpN___PQ|kp____PK|b_p___PB|np____PN|r_p___PR|; Won: P2;  - ; 23227000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 3; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2707e14; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 5264000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 3; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@1c9e26e5; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 17623000; 
16; 14:46:22:269; 8; 8; ChessGameState;  - ;  - ; 46; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ___p__PR|rb_p_P_N|kp___P__|___p__K_|Q__R__P_|____P__B|______P_|____N___|; Won: P2;  - ; 1839167000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 23; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@651ab729; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 99653000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 645; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@31d4a924; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=2}; 2016549000; 
17; 14:46:22:463; 8; 8; ChessGameState;  - ;  - ; 15; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp___NP_|_p____PR|bp____PB|Np___nPQ|kp____PK|____p_PB|n_____PR|r_bp__P_|; Won: P1;  - ; 259142000; 1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 8; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@754ee4db; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 23241000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 7; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@1f4f3a13; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=1}); 260839000; 
18; 14:46:22:503; 8; 8; ChessGameState;  - ;  - ; 148; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|______K_|________|________|___k____|; Tie;  - ; 2017546000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 74; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7817a79e; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 165013000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 74; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7b813151; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 2166987000; 
19; 14:46:22:621; 8; 8; ChessGameState;  - ;  - ; 196; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|__K_____|________|________|________|_______k|; Tie;  - ; 238241000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 98; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@28bec8c6; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 156615000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 98; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@493e5612; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}); 96350000; 
20; 14:46:23:345; 8; 8; ChessGameState;  - ;  - ; 44; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ______P_|________|__p___P_|__Np_BK_|___p_P__|_R__P___|k_R___PN|rp______|; Won: P2;  - ; 1989349000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 22; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@46c2a0bb; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 54971000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 237; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3a92730; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 2129263000; 
21; 14:46:23:934; 8; 8; ChessGameState;  - ;  - ; 228; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|_______k|________|_K______|________|; Tie;  - ; 1167638000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 114; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5d01d175; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 193654000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 114; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6a0e4f65; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=1}); 1003019000; 
22; 14:46:23:988; 8; 8; ChessGameState;  - ;  - ; 119; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|__k_____|________|________|________|_______K|________|; Tie;  - ; 1211944000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 60; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@177f966b; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 79666000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 59; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@50d38cfa; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=1}); 1166343000; 
23; 14:46:24:082; 8; 8; ChessGameState;  - ;  - ; 11; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ______PR|n_p___PN|bp_____r|qp____P_|kp____PK|bp____PB|np___P_N|rp___PR_|; Won: P1;  - ; 117406000; 1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 6; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3d5d2e93; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 17123000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 5; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3f1028e2; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 100157000; 
24; 14:46:24:135; 8; 8; ChessGameState;  - ;  - ; 182; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|___k____|________|________|_______K|________|; Tie;  - ; 1174936000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 91; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@43be533b; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 153104000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 91; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@24cde853; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=1}); 1053776000; 
25; 14:46:24:238; 8; 8; ChessGameState;  - ;  - ; 207; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|______K_|__k_____|________|________|________|; Tie;  - ; 3390998000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 104; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4d6831d2; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 180023000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 103; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@42d49433; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=1}); 3554526000; 
26; 14:46:24:251; 8; 8; ChessGameState;  - ;  - ; 17; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r_b_P_R_|n_p___PN|___p__PB|___p__PQ|kp__P__K|bp___N__|n__p_qP_|rp__P__R|; Won: P1;  - ; 93433000; 1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 9; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@43854f8e; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 69838000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 8; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@57d41451; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 22183000; 
27; 14:46:24:548; 8; 8; ChessGameState;  - ;  - ; 129; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|______K_|________|________|________|k_______|________|; Tie;  - ; 242578000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 65; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5cd9c3aa; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 95659000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 64; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4e85c4e4; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 142774000; 
28; 14:46:24:841; 8; 8; ChessGameState;  - ;  - ; 127; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|__k_____|________|________|________|_______K|________|; Tie;  - ; 1229822000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 64; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@618c686a; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 118159000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 63; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@112cf69b; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 1127753000; 
29; 14:46:24:976; 8; 8; ChessGameState;  - ;  - ; 116; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ___R_k__|________|_____K__|________|_____P__|_____P_B|________|_______N|; Won: P2;  - ; 3493015000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 58; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@661f9686; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 100256000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 988; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@14062189; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 3684495000; 
30; 14:46:25:073; 8; 8; ChessGameState;  - ;  - ; 72; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|n_N___P_|____QP_B|____k___|R____P_K|_____BP_|_____P__|_R______|; Won: P2;  - ; 4101764000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 36; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6751254a; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 109534000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1465; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@76447cd; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=2}; 4356518000; 
31; 14:46:25:259; 8; 8; ChessGameState;  - ;  - ; 102; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ___p____|________|________|________|________|___K____|__Q_____|__k_____|; Won: P2;  - ; 977790000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 51; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@25ae1341; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 77091000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 51; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@35042509; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 899677000; 
32; 14:46:25:407; 8; 8; ChessGameState;  - ;  - ; 104; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|___k____|________|________|__K_____|; Tie;  - ; 1105806000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 52; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4a312db2; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 147215000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 52; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2ed7b866; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 958123000; 
