id; system time; board height; board width; game type; win length; gravity; turns played; initial board; final board; result; errors; full duration; pointsP1; expansion strategy of Player 1; cache of Player 1; watched nodes of Player 1; evaluation stategy of Player 1; exit condition type of Player 1; exit condition of Player 1; total Speed of Player 1; expansion strategy of Player 2; cache of Player 2; watched nodes of Player 2; evaluation stategy of Player 2; exit condition type of Player 2; exit condition of Player 2; total Speed of Player 2; 
208; 14:47:59:745; 8; 8; ChessGameState;  - ;  - ; 62; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; Q____P_R|____P___|______PB|________|_p___PNK|kr___P__|_____RP_|_____p__|; Won: P2;  - ; 11248956000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 31; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@257e7c1e; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 89878000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 283; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2a212f85; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=2}); 11184225000; 
209; 14:48:00:123; 8; 8; ChessGameState;  - ;  - ; 152; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; R____k__|_R______|________|________|_____K__|____P___|________|_______B|; Won: P2;  - ; 23934570000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 76; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4057be50; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}); 113156000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1472; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@374f94d4; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=2}); 23874536000; 
210; 14:48:00:225; 8; 8; ChessGameState;  - ;  - ; 27; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|_p____PN|bp____Pq|_p______|k_____PK|bp____PB|n_p___PN|____p_PR|; Won: P1;  - ; 98291000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 14; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@1f639b07; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 54767000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 13; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@65194cda; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 42721000; 
211; 14:48:00:320; 8; 8; ChessGameState;  - ;  - ; 298; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _______k|________|________|___K____|________|________|________|________|; Tie;  - ; 499884000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 149; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@45a85d1e; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 344973000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 149; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@23639eb3; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 145393000; 
212; 14:48:00:563; 8; 8; ChessGameState;  - ;  - ; 208; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|________|________|_k______|____K___|; Tie;  - ; 299373000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 104; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7d0f57f6; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 184729000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 104; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6d3186b1; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 108493000; 
213; 14:48:01:018; 8; 8; ChessGameState;  - ;  - ; 10; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp____PR|np____P_|bp__Pn_B|qpN_P__Q|kp____PK|bp____PB|_p____PN|rp____PR|; Won: P2;  - ; 414527000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 5; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@750d6017; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 155211000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 5; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7a9a7e83; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=1}); 259725000; 
214; 14:48:01:096; 8; 8; ChessGameState;  - ;  - ; 15; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp____PR|_p___P_N|bp__P__B|_p___nPQ|_k____PK|bp____PB|np____P_|_____r__|; Won: P1;  - ; 58994000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 8; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@ece67e7; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 41350000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 7; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2f804d9; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}); 17084000; 
215; 14:48:01:314; 8; 8; ChessGameState;  - ;  - ; 120; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|________|____K_k_|________|________|; Tie;  - ; 915516000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 60; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@23639caf; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 811147000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 60; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@210cdfca; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 103055000; 
216; 14:48:01:540; 8; 8; ChessGameState;  - ;  - ; 83; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|____K___|________|________|________|________|__k_____|________|; Tie;  - ; 199249000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 42; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@43baaefe; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 92465000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 41; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@669c3409; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 104105000; 
217; 14:48:02:717; 8; 8; ChessGameState;  - ;  - ; 181; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|____k___|________|________|________|________|____q___|_K_____q|; Won: P1;  - ; 1083486000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 91; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@24058d4a; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 301183000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 90; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@36dfcc6b; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 778087000; 
218; 14:48:03:273; 8; 8; ChessGameState;  - ;  - ; 274; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ____PR__|R___P___|__R__N__|_R______|____N___|_____K__|_k_P____|________|; Won: P2;  - ; 17195961000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 137; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@21c22488; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 160782000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 4021; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@27f06f55; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 17061756000; 
219; 14:48:03:311; 8; 8; ChessGameState;  - ;  - ; 113; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|__k_____|________|________|________|_______K|________|________|; Tie;  - ; 530680000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 57; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7844a70c; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 411757000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 56; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5c4800be; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 116321000; 
220; 14:48:03:752; 8; 8; ChessGameState;  - ;  - ; 16; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; __p___PR|rp___P_N|bp____PB|qp_P____|kp___n_K|b_pP___B|n__p_P_N|rp_Q__PR|; Won: P2;  - ; 8936048000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 8; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4a8518f; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 31482000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 171; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7e5ac52; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=2}); 8924313000; 
221; 14:48:03:815; 8; 8; ChessGameState;  - ;  - ; 193; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|__k_____|________|_____K__|________|________|________|________|; Tie;  - ; 2427692000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 97; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@20824038; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 109381000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 96; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5c529382; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=1}); 2316989000; 
222; 14:48:03:937; 8; 8; ChessGameState;  - ;  - ; 4; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp____PR|np____PN|bp____PB|qp____P_|kp__P__K|b_p___PB|n__p__PN|rp_Q__PR|; Won: P2;  - ; 147204000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 2; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6948dfdd; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 4871000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 2; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@a3a428; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=1}); 142033000; 
223; 14:48:04:347; 8; 8; ChessGameState;  - ;  - ; 84; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ____PR_B|_______N|________|kQ___P__|___NP___|_____K_B|______PR|______P_|; Won: P2;  - ; 16377422000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 42; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@86ef836; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=1}); 795658000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 596; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5a2d86dc; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=2}); 15617966000; 
224; 14:48:04:513; 8; 8; ChessGameState;  - ;  - ; 244; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|_____K__|________|________|________|_k______|________|; Tie;  - ; 1031993000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 122; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@29a3b24d; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 371937000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 122; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@57a5ad06; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 652953000; 
225; 14:48:04:588; 8; 8; ChessGameState;  - ;  - ; 152; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; R_____k_|________|______K_|________|________|________|________|________|; Won: P2;  - ; 660821000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 76; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3e30cc07; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 543259000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 76; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@1212d5e6; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 114983000; 
226; 14:48:04:728; 8; 8; ChessGameState;  - ;  - ; 35; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _______r|_p______|________|_p__P_q_|_k_pP___|bp___P__|_p_____K|_____N__|; Won: P1;  - ; 1187493000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 18; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@46176a1d; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 682598000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 17; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3d2d5d91; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 507176000; 
227; 14:48:05:944; 8; 8; ChessGameState;  - ;  - ; 48; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ___R____|____pP__|__p_k_QB|_R___P__|___p__PK|___N__P_|______BN|__p__P__|; Won: P2;  - ; 1282302000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 24; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@1bec082b; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 50020000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 179; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6c0d6a94; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 1232924000; 
228; 14:48:07:000; 8; 8; ChessGameState;  - ;  - ; 58; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r_p_B_PR|_n____PN|____p___|______K_|k__BP___|__Q__P__|_____P__|___P_NR_|; Won: P2;  - ; 2408178000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 29; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@655d8853; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 71833000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1048; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5b8e1402; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=2}; 2337648000; 
229; 14:48:07:154; 8; 8; ChessGameState;  - ;  - ; 72; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ____k___|___Q__P_|______PB|__N__RP_|___P__K_|_____P__|__R__P_N|________|; Won: P2;  - ; 2866988000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 36; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3971ba83; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 554006000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1411; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7f84e121; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=2}; 2317123000; 
230; 14:48:10:809; 8; 8; ChessGameState;  - ;  - ; 240; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _______R|________|_______k|___P____|_B___K__|________|________|_____PR_|; Won: P2;  - ; 9982518000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 120; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@771ce99e; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 161836000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 2833; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@110e1c22; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 9835404000; 
231; 14:48:12:056; 8; 8; ChessGameState;  - ;  - ; 62; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ___NP___|b_______|____P___|____R___|______K_|___p_P_B|__p__kPN|_p_P_R__|; Won: P2;  - ; 15921551000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 31; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6d11f5cf; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 81543000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 407; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3eb877a4; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=2}); 15871572000; 
232; 14:48:12:644; 8; 8; ChessGameState;  - ;  - ; 322; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; __N_____|________|K_kQ____|________|________|________|__N_____|_B______|; Won: P2;  - ; 15067966000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 161; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6543fbad; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=1}); 845633000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 4297; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7d39d86; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 14241070000; 
233; 14:48:13:442; 8; 8; ChessGameState;  - ;  - ; 98; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; __kBP___|__Q____K|____P___|_____P__|________|_R____P_|________|________|; Won: P2;  - ; 15459705000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 49; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7381f33; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=1}); 697829000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 831; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@679ecbe4; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=2}); 14789779000; 
234; 14:48:14:692; 8; 8; ChessGameState;  - ;  - ; 42; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _p____P_|_R______|R_____P_|___p____|_______K|k__p__PB|___Q__PN|B_______|; Won: P2;  - ; 2340333000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 21; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@65bb579a; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 676431000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 159; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3d54c086; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 1668264000; 
235; 14:48:16:316; 8; 8; ChessGameState;  - ;  - ; 148; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ____P___|__N____N|________|_____P__|__B_____|___R____|Qk_BP___|______PK|; Won: P2;  - ; 39812783000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 74; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@77f9ba7e; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=1}); 569631000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 2109; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@62caaf9e; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=2}); 39325966000; 
236; 14:48:16:537; 8; 8; ChessGameState;  - ;  - ; 74; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ____pP_R|___pP_B_|_p_P____|__p___K_|______P_|___BPN__|_______R|k__p_P__|; Won: P2;  - ; 15090714000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 37; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@8487aed; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=1}); 909211000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 407; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@47a13ed5; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}TurnCountingCondition{turnsLookedForward=2}); 14213569000; 
237; 14:48:16:622; 8; 8; ChessGameState;  - ;  - ; 264; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|___k___K|________|________|________|________|________|; Tie;  - ; 5268857000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 132; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@588bca0c; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 577764000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1065; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@10023bdf; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 4689903000; 
238; 14:48:17:004; 8; 8; ChessGameState;  - ;  - ; 125; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|__k_____|________|________|________|____K___|________|; Tie;  - ; 335994000; 0.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 63; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@73c21b91; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 87271000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 62; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@70155b89; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 244381000; 
